file_name,file_path,label,treatment,zcr,rms,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
ISCS_COCINA_03.wav,./processed_dataset\train\ISCS_COCINA_03.wav,cocina,train,0.45716719837587005,0.0108084455,-529.10754,4.4799857,3.3051724,4.6608624,1.2758313,2.6002088,2.3357081,3.3109777,0.7122493,1.1191319,-0.047982376,1.588563,-0.53132886
ISCS_NULA_01.wav,./processed_dataset\train\ISCS_NULA_01.wav,nula,train,0.3161377519576566,0.010309531,-503.46118,1.7098142,29.266369,13.553791,10.038699,10.890027,-1.871465,18.15786,5.9126024,13.11066,7.1079197,3.6234381,4.1250706
ISCS_NULA_02.wav,./processed_dataset\train\ISCS_NULA_02.wav,nula,train,0.15699658316415313,0.019718064,-511.92474,29.925722,-10.127972,-11.797938,-11.101171,-9.1003895,-4.6129155,-2.8480396,-0.24558479,-0.9404463,-2.5191777,2.0403173,-1.3655118
ISCS_NULA_03.wav,./processed_dataset\train\ISCS_NULA_03.wav,nula,train,0.19612932315835266,0.008227385,-545.86725,30.800161,2.384784,-1.7810762,-4.670494,0.18489319,2.9970376,5.6426835,1.3878834,5.052303,3.4969633,3.6980677,1.9571669
ISCS_oficina_01.wav,./processed_dataset\train\ISCS_oficina_01.wav,oficina,train,0.10145374129930394,0.06251634,-357.28455,61.744125,-10.304095,-16.883476,-11.719263,0.40604267,8.307727,5.946965,1.1379694,-0.081260875,-7.1301565,-1.3958596,5.082564
ISCS_oficina_02.wav,./processed_dataset\train\ISCS_oficina_02.wav,oficina,train,0.10449558620939675,0.03230626,-399.63638,49.90868,-6.2297974,-5.5322638,-5.558404,-0.47544688,6.9032016,4.9696803,-1.3326863,4.759411,2.1394691,2.8978555,1.2889944
ISCS_oficina_03.wav,./processed_dataset\train\ISCS_oficina_03.wav,oficina,train,0.13452658243909513,0.03465273,-353.01022,45.092995,-13.152289,10.548847,15.666655,4.1557198,6.978808,6.984307,-3.7351613,1.4097747,5.67796,11.139617,5.931915
ISCS_pasos_01.wav,./processed_dataset\train\ISCS_pasos_01.wav,pasos,train,0.20113448919663574,0.01797668,-503.24524,42.51471,16.78691,15.995173,0.24932478,1.631625,-2.120951,1.4835362,-0.48775122,1.0734746,0.82622385,4.2483144,1.2347201
ISCS_pasos_02.wav,./processed_dataset\train\ISCS_pasos_02.wav,pasos,train,0.19975914479408352,0.009200519,-537.39746,36.453903,15.45161,12.747877,0.46364862,3.5108225,0.33786458,1.9349285,1.258813,0.21648379,0.5885423,3.3488736,1.569883
ISCS_pasos_03.wav,./processed_dataset\train\ISCS_pasos_03.wav,pasos,train,0.18138458889211137,0.01712418,-498.0916,30.24866,10.727202,13.656088,1.3711158,4.620691,-1.3249022,0.17544144,-3.7528503,-0.68725276,1.008463,3.9419408,2.2441297
ISCS_sala_01.wav,./processed_dataset\train\ISCS_sala_01.wav,sala,train,0.13321354770881672,0.033246625,-425.7381,53.185905,-8.125307,-4.606758,1.0019985,1.710787,-0.7051509,-9.308543,-10.936728,-3.1458714,-1.0133587,-1.2863979,0.43255857
ISCS_sala_02.wav,./processed_dataset\train\ISCS_sala_02.wav,sala,train,0.17115560651102088,0.04906368,-403.40488,59.59055,-2.361098,5.334439,3.4086027,4.8842897,-1.2428973,-12.771104,-11.462692,-4.5225444,-4.6187468,0.4394367,1.0532558
ISCS_sala_03.wav,./processed_dataset\train\ISCS_sala_03.wav,sala,train,0.12339920787412993,0.05306388,-410.6938,69.11223,-5.893406,-0.34838724,3.9966316,1.9955066,-5.925941,-10.247615,-10.200275,-3.1597073,-3.781795,0.17049077,1.7322265
JR_bano_01.wav,./processed_dataset\train\JR_bano_01.wav,bano,train,0.23211599115429235,0.018040424,-454.78003,38.285233,2.8828907,-3.8955698,-2.8440428,1.176559,-16.91467,2.4982479,-5.111291,0.99352175,-2.2892566,-3.1017659,-2.7678168
JR_bano_02.wav,./processed_dataset\train\JR_bano_02.wav,bano,train,0.11748885223317865,0.023549374,-450.3323,35.055344,-3.8243608,8.130894,-0.64028174,-1.2661688,-6.158912,-2.5835419,-7.588865,-3.6606882,-3.6879299,-2.6904156,-2.6916428
JR_bano_03.wav,./processed_dataset\train\JR_bano_03.wav,bano,train,0.1647116534947796,0.017596854,-458.16553,25.507177,-3.5812972,0.43829197,-1.7936468,1.0932722,-4.090118,-3.6858153,-6.1216965,-1.4396967,-0.44584385,-2.618688,-3.1496763
JR_cocina_01.wav,./processed_dataset\train\JR_cocina_01.wav,cocina,train,0.2954622697940835,0.010109614,-558.3554,22.362932,-2.0983737,7.2826295,-3.482565,2.0650916,-0.53971267,1.428982,-4.448249,-0.7114866,-2.8775902,-1.5577676,-3.608257
JR_cocina_02.wav,./processed_dataset\train\JR_cocina_02.wav,cocina,train,0.3424788826856148,0.009352096,-493.23605,14.281002,-3.3179448,15.800979,5.200982,5.3280816,0.8253277,2.2115593,-3.9525156,0.59978575,-1.3339733,-0.9649041,-3.1408591
JR_cocina_03.wav,./processed_dataset\train\JR_cocina_03.wav,cocina,train,0.27168716466067283,0.021372575,-470.86496,27.093311,1.458423,10.92591,2.511779,7.383563,0.9630298,0.7869712,-4.912006,-1.244157,-2.101744,-0.7417057,-2.8686762
JR_nula_01.wav,./processed_dataset\train\JR_nula_01.wav,nula,train,0.16054936738689096,0.017179428,-420.87738,47.184834,16.70364,9.968708,4.524576,1.7371203,1.1602498,0.8626147,-0.36115807,1.5190771,0.04196466,0.35233736,0.38934225
JR_nula_02.wav,./processed_dataset\train\JR_nula_02.wav,nula,train,0.14590319569315546,0.011334074,-515.37256,48.40899,-37.273678,14.450381,6.704806,7.78966,0.6606759,2.7568824,-5.174648,-2.7568393,-4.1158338,-2.0925066,-3.605137
